Week Begin Date,County Name,County Code,County FIPS Code,Latitude/Longitude,Total Intakes,Georeferenced Lat/Long
4/1/19,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
3/20/17,Cumberland,21,42041,"(40.167598388, -77.268662705)",1,POINT (-77.268662705 40.167598388)
2/26/18,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
12/31/18,Franklin,28,42055,"(39.9278619704, -77.7239884483)",0,POINT (-77.7239884483 39.9278619704)
8/19/19,Cumberland,21,42041,"(40.167598388, -77.268662705)",1,POINT (-77.268662705 40.167598388)
3/5/18,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",0,POINT (-80.3375411446 40.9932503514)
7/22/19,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
3/5/18,Venango,61,42121,"(41.4034125863, -79.7628656104)",1,POINT (-79.7628656104 41.4034125863)
6/24/19,Venango,61,42121,"(41.4034125863, -79.7628656104)",2,POINT (-79.7628656104 41.4034125863)
9/11/17,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
5/6/19,Pike,52,42103,"(41.332571995, -75.0327092448)",0,POINT (-75.0327092448 41.332571995)
7/15/19,Schuylkill,54,42107,"(40.707512431, -76.223323851)",1,POINT (-76.223323851 40.707512431000005)
3/19/18,Venango,61,42121,"(41.4034125863, -79.7628656104)",1,POINT (-79.7628656104 41.4034125863)
7/31/17,Mercer,43,42085,"(41.302377765, -80.2600941079)",0,POINT (-80.26009410790002 41.302377765)
1/23/17,Perry,50,42099,"(40.4041531744, -77.2590738496)",1,POINT (-77.2590738496 40.4041531744)
7/10/17,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
10/30/17,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
4/22/19,Carbon,13,42025,"(40.9193670081, -75.7110703866)",3,POINT (-75.7110703866 40.9193670081)
2/12/18,Beaver,4,42007,"(40.6834924548, -80.3510735648)",1,POINT (-80.3510735648 40.6834924548)
2/27/17,Greene,30,42059,"(39.8548039342, -80.2294381655)",,POINT (-80.2294381655 39.8548039342)
7/3/17,Indiana,32,42063,"(40.6529549748, -79.0933349286)",0,POINT (-79.0933349286 40.6529549748)
1/16/17,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
5/13/19,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",5,POINT (-76.7796056802 40.4197463597)
6/11/18,Somerset,56,42111,"(39.9714629901, -79.0310020611)",0,POINT (-79.0310020611 39.9714629901)
10/9/17,Unknown,0,,,0,
12/12/16,Bucks,9,42017,"(40.335011331, -75.1129124111)",2,POINT (-75.1129124111 40.335011331)
4/15/19,Washington,63,42125,"(40.1910966345, -80.2518008276)",2,POINT (-80.2518008276 40.1910966345)
1/21/19,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
6/24/19,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",2,POINT (-76.7118842273 40.8515092572)
4/2/18,Berks,6,42011,"(40.4193963513, -75.9307732705)",2,POINT (-75.93077327050001 40.4193963513)
7/23/18,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
7/29/19,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
12/31/18,Elk,24,42047,"(41.4281941606, -78.6494771322)",0,POINT (-78.6494771322 41.4281941606)
12/5/16,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",3,POINT (-79.471341176 40.3103149985)
1/7/19,Union,60,42119,"(40.9647313096, -77.0641580308)",1,POINT (-77.0641580308 40.9647313096)
5/28/18,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
12/17/18,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
6/17/19,Bedford,5,42009,"(40.0073753643, -78.4911647381)",0,POINT (-78.4911647381 40.0073753643)
7/22/19,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",5,POINT (-79.471341176 40.3103149985)
4/29/19,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",1,POINT (-78.4755834299 41.0004290024)
8/19/19,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
12/5/16,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
7/3/17,Cumberland,21,42041,"(40.167598388, -77.268662705)",4,POINT (-77.268662705 40.167598388)
10/1/18,York,67,42133,"(39.9219253124, -76.7257605231)",6,POINT (-76.7257605231 39.9219253124)
5/6/19,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
12/18/17,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
1/28/19,Bucks,9,42017,"(40.335011331, -75.1129124111)",9,POINT (-75.1129124111 40.335011331)
12/31/18,Chester,15,42029,"(39.9748705566, -75.7562649818)",4,POINT (-75.7562649818 39.9748705566)
9/17/18,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",0,POINT (-80.3375411446 40.9932503514)
7/30/18,Pike,52,42103,"(41.332571995, -75.0327092448)",0,POINT (-75.0327092448 41.332571995)
5/13/19,Montgomery,46,42091,"(40.209898739, -75.3725200072)",8,POINT (-75.3725200072 40.209898739)
7/31/17,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",3,POINT (-80.3375411446 40.9932503514)
8/12/19,Indiana,32,42063,"(40.6529549748, -79.0933349286)",0,POINT (-79.0933349286 40.6529549748)
9/10/18,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",32,POINT (-75.140236002 40.0044435384)
1/21/19,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",0,POINT (-78.4755834299 41.0004290024)
7/3/17,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
7/24/17,Monroe,45,42089,"(41.0609178653, -75.3408360302)",5,POINT (-75.3408360302 41.0609178653)
5/7/18,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",1,POINT (-75.8025030296 41.8205685982)
3/26/18,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",4,POINT (-76.2513876838 40.0459079619)
2/25/19,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
5/27/19,Carbon,13,42025,"(40.9193670081, -75.7110703866)",0,POINT (-75.7110703866 40.9193670081)
10/29/18,Columbia,19,42037,"(41.0491208559, -76.4100217975)",1,POINT (-76.4100217975 41.0491208559)
7/31/17,Beaver,4,42007,"(40.6834924548, -80.3510735648)",3,POINT (-80.3510735648 40.6834924548)
10/2/17,Luzerne,40,42079,"(41.1783643884, -75.991996098)",3,POINT (-75.991996098 41.178364388400006)
6/24/19,Erie,25,42049,"(41.9941378702, -80.0407591036)",1,POINT (-80.0407591036 41.9941378702)
4/9/18,Bucks,9,42017,"(40.335011331, -75.1129124111)",3,POINT (-75.1129124111 40.335011331)
6/17/19,Monroe,45,42089,"(41.0609178653, -75.3408360302)",1,POINT (-75.3408360302 41.0609178653)
3/12/18,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",3,POINT (-79.471341176 40.3103149985)
4/16/18,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
7/22/19,York,67,42133,"(39.9219253124, -76.7257605231)",5,POINT (-76.7257605231 39.9219253124)
7/24/17,Northampton,48,42095,"(40.754595404, -75.3126372576)",1,POINT (-75.3126372576 40.754595404)
4/2/18,Pike,52,42103,"(41.332571995, -75.0327092448)",0,POINT (-75.0327092448 41.332571995)
1/30/17,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
3/26/18,Juniata,34,42067,"(40.5343300836, -77.405775001)",0,POINT (-77.405775001 40.5343300836)
8/6/18,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
7/30/18,Berks,6,42011,"(40.4193963513, -75.9307732705)",2,POINT (-75.93077327050001 40.4193963513)
6/18/18,Washington,63,42125,"(40.1910966345, -80.2518008276)",2,POINT (-80.2518008276 40.1910966345)
4/17/17,Butler,10,42019,"(40.9108318483, -79.9171177889)",2,POINT (-79.9171177889 40.9108318483)
12/17/18,Montgomery,46,42091,"(40.209898739, -75.3725200072)",2,POINT (-75.3725200072 40.209898739)
1/23/17,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
3/5/18,Fayette,26,42051,"(39.919447803, -79.6518963464)",2,POINT (-79.6518963464 39.919447803)
3/12/18,Indiana,32,42063,"(40.6529549748, -79.0933349286)",1,POINT (-79.0933349286 40.6529549748)
6/3/19,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
1/23/17,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
11/19/18,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
12/25/17,Luzerne,40,42079,"(41.1783643884, -75.991996098)",4,POINT (-75.991996098 41.178364388400006)
1/30/17,Clinton,18,42035,"(41.2328627374, -77.6428376046)",1,POINT (-77.6428376046 41.2328627374)
7/23/18,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",4,POINT (-76.2513876838 40.0459079619)
3/13/17,Columbia,19,42037,"(41.0491208559, -76.4100217975)",0,POINT (-76.4100217975 41.0491208559)
9/4/17,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
7/8/19,Chester,15,42029,"(39.9748705566, -75.7562649818)",5,POINT (-75.7562649818 39.9748705566)
10/15/18,Bucks,9,42017,"(40.335011331, -75.1129124111)",3,POINT (-75.1129124111 40.335011331)
2/18/19,Bedford,5,42009,"(40.0073753643, -78.4911647381)",0,POINT (-78.4911647381 40.0073753643)
8/12/19,Franklin,28,42055,"(39.9278619704, -77.7239884483)",0,POINT (-77.7239884483 39.9278619704)
3/27/17,Luzerne,40,42079,"(41.1783643884, -75.991996098)",4,POINT (-75.991996098 41.178364388400006)
7/10/17,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
10/29/18,Venango,61,42121,"(41.4034125863, -79.7628656104)",1,POINT (-79.7628656104 41.4034125863)
1/29/18,Delaware,23,42045,"(39.9165786652, -75.4062771212)",5,POINT (-75.40627712120002 39.9165786652)
11/5/18,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
12/11/17,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
4/30/18,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
5/22/17,Pike,52,42103,"(41.332571995, -75.0327092448)",0,POINT (-75.0327092448 41.332571995)
7/15/19,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",2,POINT (-78.4755834299 41.0004290024)
8/6/18,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
12/26/16,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
5/21/18,Elk,24,42047,"(41.4281941606, -78.6494771322)",0,POINT (-78.6494771322 41.4281941606)
4/10/17,Carbon,13,42025,"(40.9193670081, -75.7110703866)",1,POINT (-75.7110703866 40.9193670081)
7/31/17,Butler,10,42019,"(40.9108318483, -79.9171177889)",0,POINT (-79.9171177889 40.9108318483)
4/30/18,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",6,POINT (-76.7796056802 40.4197463597)
6/18/18,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
7/9/18,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",4,POINT (-76.2513876838 40.0459079619)
7/30/18,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
4/17/17,Berks,6,42011,"(40.4193963513, -75.9307732705)",2,POINT (-75.93077327050001 40.4193963513)
9/11/17,Blair,7,42013,"(40.4855502384, -78.349076871)",1,POINT (-78.349076871 40.4855502384)
5/15/17,Montgomery,46,42091,"(40.209898739, -75.3725200072)",4,POINT (-75.3725200072 40.209898739)
11/21/16,Erie,25,42049,"(41.9941378702, -80.0407591036)",6,POINT (-80.0407591036 41.9941378702)
1/23/17,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
3/4/19,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
9/4/17,Greene,30,42059,"(39.8548039342, -80.2294381655)",1,POINT (-80.2294381655 39.8548039342)
4/23/18,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",6,POINT (-75.6121834524 41.4391006428)
6/11/18,Erie,25,42049,"(41.9941378702, -80.0407591036)",3,POINT (-80.0407591036 41.9941378702)
6/25/18,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",1,POINT (-79.471341176 40.3103149985)
7/24/17,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
9/25/17,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
1/28/19,Clinton,18,42035,"(41.2328627374, -77.6428376046)",2,POINT (-77.6428376046 41.2328627374)
7/30/18,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
12/10/18,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",2,POINT (-76.7118842273 40.8515092572)
11/21/16,Cumberland,21,42041,"(40.167598388, -77.268662705)",1,POINT (-77.268662705 40.167598388)
8/28/17,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
4/23/18,Blair,7,42013,"(40.4855502384, -78.349076871)",2,POINT (-78.349076871 40.4855502384)
12/18/17,Pike,52,42103,"(41.332571995, -75.0327092448)",1,POINT (-75.0327092448 41.332571995)
3/25/19,Delaware,23,42045,"(39.9165786652, -75.4062771212)",8,POINT (-75.40627712120002 39.9165786652)
7/9/18,York,67,42133,"(39.9219253124, -76.7257605231)",7,POINT (-76.7257605231 39.9219253124)
7/8/19,Unknown,0,,,1,
4/22/19,Luzerne,40,42079,"(41.1783643884, -75.991996098)",4,POINT (-75.991996098 41.178364388400006)
10/22/18,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",1,POINT (-77.6200308901 40.6127492804)
11/5/18,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",6,POINT (-76.2513876838 40.0459079619)
5/22/17,Mercer,43,42085,"(41.302377765, -80.2600941079)",3,POINT (-80.26009410790002 41.302377765)
10/16/17,Bradford,8,42015,"(41.7911781401, -76.5182562384)",0,POINT (-76.5182562384 41.7911781401)
11/20/17,Luzerne,40,42079,"(41.1783643884, -75.991996098)",2,POINT (-75.991996098 41.178364388400006)
6/17/19,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",1,POINT (-77.6200308901 40.6127492804)
9/10/18,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
3/12/18,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
6/19/17,Schuylkill,54,42107,"(40.707512431, -76.223323851)",3,POINT (-76.223323851 40.707512431000005)
4/15/19,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",10,POINT (-75.6009948118 40.6146479416)
7/30/18,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
10/30/17,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",1,POINT (-79.4731689893 40.8150952555)
7/24/17,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
6/10/19,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
7/31/17,Somerset,56,42111,"(39.9714629901, -79.0310020611)",0,POINT (-79.0310020611 39.9714629901)
7/2/18,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
9/24/18,Erie,25,42049,"(41.9941378702, -80.0407591036)",0,POINT (-80.0407591036 41.9941378702)
5/21/18,Northampton,48,42095,"(40.754595404, -75.3126372576)",1,POINT (-75.3126372576 40.754595404)
2/6/17,Chester,15,42029,"(39.9748705566, -75.7562649818)",1,POINT (-75.7562649818 39.9748705566)
6/25/18,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
8/12/19,Washington,63,42125,"(40.1910966345, -80.2518008276)",1,POINT (-80.2518008276 40.1910966345)
1/9/17,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",8,POINT (-79.471341176 40.3103149985)
11/5/18,Beaver,4,42007,"(40.6834924548, -80.3510735648)",3,POINT (-80.3510735648 40.6834924548)
10/23/17,Butler,10,42019,"(40.9108318483, -79.9171177889)",2,POINT (-79.9171177889 40.9108318483)
1/9/17,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",41,POINT (-79.9861984282 40.4673554298)
12/31/18,Washington,63,42125,"(40.1910966345, -80.2518008276)",2,POINT (-80.2518008276 40.1910966345)
12/19/16,Somerset,56,42111,"(39.9714629901, -79.0310020611)",1,POINT (-79.0310020611 39.9714629901)
2/4/19,Chester,15,42029,"(39.9748705566, -75.7562649818)",4,POINT (-75.7562649818 39.9748705566)
10/30/17,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",1,POINT (-75.6121834524 41.4391006428)
1/22/18,Northampton,48,42095,"(40.754595404, -75.3126372576)",1,POINT (-75.3126372576 40.754595404)
1/29/18,Schuylkill,54,42107,"(40.707512431, -76.223323851)",0,POINT (-76.223323851 40.707512431000005)
12/18/17,Cambria,11,42021,"(40.4912749067, -78.7189417385)",1,POINT (-78.7189417385 40.4912749067)
1/22/18,Bucks,9,42017,"(40.335011331, -75.1129124111)",6,POINT (-75.1129124111 40.335011331)
1/8/18,Blair,7,42013,"(40.4855502384, -78.349076871)",1,POINT (-78.349076871 40.4855502384)
4/8/19,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
8/20/18,Fayette,26,42051,"(39.919447803, -79.6518963464)",0,POINT (-79.6518963464 39.919447803)
2/11/19,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",5,POINT (-76.2513876838 40.0459079619)
8/21/17,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",0,POINT (-78.4755834299 41.0004290024)
1/28/19,Montgomery,46,42091,"(40.209898739, -75.3725200072)",9,POINT (-75.3725200072 40.209898739)
3/18/19,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",1,POINT (-79.0010181419 41.1313909115)
1/9/17,Cambria,11,42021,"(40.4912749067, -78.7189417385)",0,POINT (-78.7189417385 40.4912749067)
11/13/17,Unknown,0,,,1,
1/28/19,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",3,POINT (-79.471341176 40.3103149985)
1/28/19,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
12/11/17,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",2,POINT (-79.471341176 40.3103149985)
10/9/17,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",3,POINT (-76.4618257486 40.3675970024)
1/1/18,York,67,42133,"(39.9219253124, -76.7257605231)",2,POINT (-76.7257605231 39.9219253124)
8/6/18,Bedford,5,42009,"(40.0073753643, -78.4911647381)",1,POINT (-78.4911647381 40.0073753643)
10/22/18,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
7/9/18,Delaware,23,42045,"(39.9165786652, -75.4062771212)",6,POINT (-75.40627712120002 39.9165786652)
10/29/18,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
12/24/18,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
8/7/17,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",1,POINT (-75.8025030296 41.8205685982)
12/19/16,Pike,52,42103,"(41.332571995, -75.0327092448)",0,POINT (-75.0327092448 41.332571995)
1/30/17,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",4,POINT (-75.6121834524 41.4391006428)
11/12/18,Berks,6,42011,"(40.4193963513, -75.9307732705)",4,POINT (-75.93077327050001 40.4193963513)
2/12/18,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
7/17/17,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
12/4/17,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",1,POINT (-76.0181300338 41.5189248803)
5/29/17,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
3/20/17,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",6,POINT (-79.471341176 40.3103149985)
6/5/17,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",24,POINT (-79.9861984282 40.4673554298)
5/28/18,Bradford,8,42015,"(41.7911781401, -76.5182562384)",0,POINT (-76.5182562384 41.7911781401)
1/21/19,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",1,POINT (-79.4731689893 40.8150952555)
3/5/18,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
11/14/16,Elk,24,42047,"(41.4281941606, -78.6494771322)",0,POINT (-78.6494771322 41.4281941606)
2/19/18,Venango,61,42121,"(41.4034125863, -79.7628656104)",1,POINT (-79.7628656104 41.4034125863)
8/19/19,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
7/24/17,Bucks,9,42017,"(40.335011331, -75.1129124111)",4,POINT (-75.1129124111 40.335011331)
1/16/17,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
10/16/17,Mercer,43,42085,"(41.302377765, -80.2600941079)",1,POINT (-80.26009410790002 41.302377765)
5/27/19,Franklin,28,42055,"(39.9278619704, -77.7239884483)",4,POINT (-77.7239884483 39.9278619704)
1/29/18,Perry,50,42099,"(40.4041531744, -77.2590738496)",2,POINT (-77.2590738496 40.4041531744)
12/26/16,Carbon,13,42025,"(40.9193670081, -75.7110703866)",2,POINT (-75.7110703866 40.9193670081)
12/25/17,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",3,POINT (-76.7796056802 40.4197463597)
5/29/17,Blair,7,42013,"(40.4855502384, -78.349076871)",2,POINT (-78.349076871 40.4855502384)
8/21/17,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",27,POINT (-79.9861984282 40.4673554298)
12/26/16,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
11/21/16,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
1/2/17,Juniata,34,42067,"(40.5343300836, -77.405775001)",0,POINT (-77.405775001 40.5343300836)
9/10/18,Carbon,13,42025,"(40.9193670081, -75.7110703866)",1,POINT (-75.7110703866 40.9193670081)
2/19/18,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
8/28/17,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
12/25/17,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",3,POINT (-76.7118842273 40.8515092572)
9/25/17,Montgomery,46,42091,"(40.209898739, -75.3725200072)",5,POINT (-75.3725200072 40.209898739)
7/8/19,Greene,30,42059,"(39.8548039342, -80.2294381655)",3,POINT (-80.2294381655 39.8548039342)
10/2/17,Delaware,23,42045,"(39.9165786652, -75.4062771212)",6,POINT (-75.40627712120002 39.9165786652)
11/6/17,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",6,POINT (-79.471341176 40.3103149985)
12/12/16,Fayette,26,42051,"(39.919447803, -79.6518963464)",5,POINT (-79.6518963464 39.919447803)
5/29/17,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",1,POINT (-78.4755834299 41.0004290024)
12/5/16,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
2/27/17,Elk,24,42047,"(41.4281941606, -78.6494771322)",,POINT (-78.6494771322 41.4281941606)
1/2/17,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",3,POINT (-80.3375411446 40.9932503514)
7/9/18,Monroe,45,42089,"(41.0609178653, -75.3408360302)",1,POINT (-75.3408360302 41.0609178653)
5/20/19,Blair,7,42013,"(40.4855502384, -78.349076871)",1,POINT (-78.349076871 40.4855502384)
7/2/18,Luzerne,40,42079,"(41.1783643884, -75.991996098)",6,POINT (-75.991996098 41.178364388400006)
10/8/18,Northampton,48,42095,"(40.754595404, -75.3126372576)",3,POINT (-75.3126372576 40.754595404)
2/12/18,Erie,25,42049,"(41.9941378702, -80.0407591036)",3,POINT (-80.0407591036 41.9941378702)
1/14/19,Columbia,19,42037,"(41.0491208559, -76.4100217975)",0,POINT (-76.4100217975 41.0491208559)
1/21/19,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
4/2/18,Cumberland,21,42041,"(40.167598388, -77.268662705)",1,POINT (-77.268662705 40.167598388)
1/16/17,Fayette,26,42051,"(39.919447803, -79.6518963464)",7,POINT (-79.6518963464 39.919447803)
4/16/18,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
6/11/18,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
3/6/17,Chester,15,42029,"(39.9748705566, -75.7562649818)",1,POINT (-75.7562649818 39.9748705566)
6/26/17,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",1,POINT (-80.3375411446 40.9932503514)
6/26/17,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
3/6/17,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
11/12/18,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
9/3/18,Northampton,48,42095,"(40.754595404, -75.3126372576)",2,POINT (-75.3126372576 40.754595404)
7/29/19,Fayette,26,42051,"(39.919447803, -79.6518963464)",4,POINT (-79.6518963464 39.919447803)
1/7/19,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",1,POINT (-78.4755834299 41.0004290024)
5/21/18,Franklin,28,42055,"(39.9278619704, -77.7239884483)",2,POINT (-77.7239884483 39.9278619704)
6/5/17,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
5/15/17,Clinton,18,42035,"(41.2328627374, -77.6428376046)",1,POINT (-77.6428376046 41.2328627374)
6/18/18,Bucks,9,42017,"(40.335011331, -75.1129124111)",7,POINT (-75.1129124111 40.335011331)
5/29/17,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",4,POINT (-76.4618257486 40.3675970024)
2/6/17,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
