Week Begin Date,County Name,County Code,County FIPS Code,Latitude/Longitude,Total Intakes,Georeferenced Lat/Long
12/31/18,Somerset,56,42111,"(39.9714629901, -79.0310020611)",0,POINT (-79.0310020611 39.9714629901)
11/20/17,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
1/7/19,Bradford,8,42015,"(41.7911781401, -76.5182562384)",0,POINT (-76.5182562384 41.7911781401)
5/13/19,York,67,42133,"(39.9219253124, -76.7257605231)",2,POINT (-76.7257605231 39.9219253124)
9/24/18,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
1/9/17,Crawford,20,42039,"(41.6854690692, -80.1132108295)",1,POINT (-80.1132108295 41.6854690692)
11/14/16,Franklin,28,42055,"(39.9278619704, -77.7239884483)",2,POINT (-77.7239884483 39.9278619704)
7/3/17,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",1,POINT (-77.6200308901 40.6127492804)
6/18/18,Clinton,18,42035,"(41.2328627374, -77.6428376046)",1,POINT (-77.6428376046 41.2328627374)
3/11/19,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",1,POINT (-76.4618257486 40.3675970024)
9/4/17,Carbon,13,42025,"(40.9193670081, -75.7110703866)",1,POINT (-75.7110703866 40.9193670081)
6/19/17,York,67,42133,"(39.9219253124, -76.7257605231)",5,POINT (-76.7257605231 39.9219253124)
1/8/18,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
4/17/17,Erie,25,42049,"(41.9941378702, -80.0407591036)",4,POINT (-80.0407591036 41.9941378702)
9/4/17,Adams,1,42001,"(39.8720956503, -77.2222427076)",2,POINT (-77.2222427076 39.8720956503)
7/2/18,Cumberland,21,42041,"(40.167598388, -77.268662705)",5,POINT (-77.268662705 40.167598388)
11/21/16,Indiana,32,42063,"(40.6529549748, -79.0933349286)",0,POINT (-79.0933349286 40.6529549748)
6/17/19,Lycoming,41,42081,"(41.3445979226, -77.069424568)",0,POINT (-77.069424568 41.3445979226)
11/13/17,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
7/9/18,Butler,10,42019,"(40.9108318483, -79.9171177889)",1,POINT (-79.9171177889 40.9108318483)
2/25/19,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
4/15/19,Cambria,11,42021,"(40.4912749067, -78.7189417385)",3,POINT (-78.7189417385 40.4912749067)
10/16/17,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",4,POINT (-76.2513876838 40.0459079619)
5/6/19,Tioga,59,42117,"(41.7733383358, -77.2578807579)",1,POINT (-77.2578807579 41.7733383358)
1/9/17,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",10,POINT (-75.6009948118 40.6146479416)
1/1/18,Delaware,23,42045,"(39.9165786652, -75.4062771212)",2,POINT (-75.40627712120002 39.9165786652)
4/10/17,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
3/27/17,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
12/18/17,Berks,6,42011,"(40.4193963513, -75.9307732705)",2,POINT (-75.93077327050001 40.4193963513)
6/24/19,Butler,10,42019,"(40.9108318483, -79.9171177889)",2,POINT (-79.9171177889 40.9108318483)
12/18/17,Northampton,48,42095,"(40.754595404, -75.3126372576)",3,POINT (-75.3126372576 40.754595404)
1/15/18,Greene,30,42059,"(39.8548039342, -80.2294381655)",,POINT (-80.2294381655 39.8548039342)
11/12/18,Pike,52,42103,"(41.332571995, -75.0327092448)",0,POINT (-75.0327092448 41.332571995)
11/21/16,Monroe,45,42089,"(41.0609178653, -75.3408360302)",2,POINT (-75.3408360302 41.0609178653)
5/6/19,Bedford,5,42009,"(40.0073753643, -78.4911647381)",1,POINT (-78.4911647381 40.0073753643)
2/4/19,Unknown,0,,,1,
4/2/18,Northampton,48,42095,"(40.754595404, -75.3126372576)",2,POINT (-75.3126372576 40.754595404)
4/24/17,Union,60,42119,"(40.9647313096, -77.0641580308)",1,POINT (-77.0641580308 40.9647313096)
6/17/19,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
2/4/19,Berks,6,42011,"(40.4193963513, -75.9307732705)",5,POINT (-75.93077327050001 40.4193963513)
4/3/17,York,67,42133,"(39.9219253124, -76.7257605231)",5,POINT (-76.7257605231 39.9219253124)
7/3/17,Erie,25,42049,"(41.9941378702, -80.0407591036)",0,POINT (-80.0407591036 41.9941378702)
4/22/19,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",1,POINT (-79.4731689893 40.8150952555)
5/1/17,Adams,1,42001,"(39.8720956503, -77.2222427076)",0,POINT (-77.2222427076 39.8720956503)
10/1/18,Montgomery,46,42091,"(40.209898739, -75.3725200072)",10,POINT (-75.3725200072 40.209898739)
8/6/18,Luzerne,40,42079,"(41.1783643884, -75.991996098)",6,POINT (-75.991996098 41.178364388400006)
10/23/17,Schuylkill,54,42107,"(40.707512431, -76.223323851)",2,POINT (-76.223323851 40.707512431000005)
3/4/19,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",3,POINT (-76.2513876838 40.0459079619)
6/19/17,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
2/13/17,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
8/14/17,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
5/13/19,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
11/5/18,Blair,7,42013,"(40.4855502384, -78.349076871)",1,POINT (-78.349076871 40.4855502384)
2/27/17,Blair,7,42013,"(40.4855502384, -78.349076871)",,POINT (-78.349076871 40.4855502384)
3/25/19,Indiana,32,42063,"(40.6529549748, -79.0933349286)",1,POINT (-79.0933349286 40.6529549748)
9/11/17,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",5,POINT (-76.7796056802 40.4197463597)
7/31/17,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
1/2/17,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
6/19/17,Bradford,8,42015,"(41.7911781401, -76.5182562384)",1,POINT (-76.5182562384 41.7911781401)
10/8/18,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
12/31/18,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",1,POINT (-76.4618257486 40.3675970024)
11/26/18,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
12/25/17,Montgomery,46,42091,"(40.209898739, -75.3725200072)",4,POINT (-75.3725200072 40.209898739)
2/5/18,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
5/1/17,Washington,63,42125,"(40.1910966345, -80.2518008276)",2,POINT (-80.2518008276 40.1910966345)
8/12/19,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",14,POINT (-79.9861984282 40.4673554298)
2/25/19,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
3/11/19,Lycoming,41,42081,"(41.3445979226, -77.069424568)",2,POINT (-77.069424568 41.3445979226)
3/20/17,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
9/18/17,Schuylkill,54,42107,"(40.707512431, -76.223323851)",1,POINT (-76.223323851 40.707512431000005)
2/18/19,Delaware,23,42045,"(39.9165786652, -75.4062771212)",12,POINT (-75.40627712120002 39.9165786652)
4/8/19,Centre,14,42027,"(40.9193135008, -77.8250011212)",1,POINT (-77.8250011212 40.9193135008)
6/17/19,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
7/30/18,Northampton,48,42095,"(40.754595404, -75.3126372576)",0,POINT (-75.3126372576 40.754595404)
10/30/17,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
6/26/17,Franklin,28,42055,"(39.9278619704, -77.7239884483)",0,POINT (-77.7239884483 39.9278619704)
1/8/18,Washington,63,42125,"(40.1910966345, -80.2518008276)",0,POINT (-80.2518008276 40.1910966345)
3/20/17,Juniata,34,42067,"(40.5343300836, -77.405775001)",0,POINT (-77.405775001 40.5343300836)
2/5/18,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
12/4/17,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
4/30/18,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",42,POINT (-75.140236002 40.0044435384)
11/19/18,Fayette,26,42051,"(39.919447803, -79.6518963464)",1,POINT (-79.6518963464 39.919447803)
5/8/17,Lycoming,41,42081,"(41.3445979226, -77.069424568)",1,POINT (-77.069424568 41.3445979226)
3/5/18,Luzerne,40,42079,"(41.1783643884, -75.991996098)",2,POINT (-75.991996098 41.178364388400006)
7/8/19,Lycoming,41,42081,"(41.3445979226, -77.069424568)",0,POINT (-77.069424568 41.3445979226)
10/30/17,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
7/24/17,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
4/15/19,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",1,POINT (-75.6121834524 41.4391006428)
1/28/19,Luzerne,40,42079,"(41.1783643884, -75.991996098)",7,POINT (-75.991996098 41.178364388400006)
1/22/18,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
4/10/17,Venango,61,42121,"(41.4034125863, -79.7628656104)",1,POINT (-79.7628656104 41.4034125863)
2/4/19,Union,60,42119,"(40.9647313096, -77.0641580308)",1,POINT (-77.0641580308 40.9647313096)
6/24/19,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
5/20/19,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
5/20/19,Juniata,34,42067,"(40.5343300836, -77.405775001)",1,POINT (-77.405775001 40.5343300836)
11/5/18,Lycoming,41,42081,"(41.3445979226, -77.069424568)",0,POINT (-77.069424568 41.3445979226)
11/28/16,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
11/27/17,Butler,10,42019,"(40.9108318483, -79.9171177889)",1,POINT (-79.9171177889 40.9108318483)
12/26/16,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
7/8/19,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
1/21/19,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",44,POINT (-75.140236002 40.0044435384)
6/4/18,Butler,10,42019,"(40.9108318483, -79.9171177889)",1,POINT (-79.9171177889 40.9108318483)
8/13/18,Delaware,23,42045,"(39.9165786652, -75.4062771212)",4,POINT (-75.40627712120002 39.9165786652)
5/20/19,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
6/4/18,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",1,POINT (-80.3375411446 40.9932503514)
7/8/19,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
1/30/17,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",3,POINT (-79.4731689893 40.8150952555)
12/19/16,Unknown,0,,,0,
4/29/19,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
8/21/17,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",3,POINT (-79.471341176 40.3103149985)
11/13/17,Chester,15,42029,"(39.9748705566, -75.7562649818)",2,POINT (-75.7562649818 39.9748705566)
9/25/17,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
2/4/19,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
5/15/17,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
9/10/18,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",8,POINT (-76.7796056802 40.4197463597)
1/28/19,Franklin,28,42055,"(39.9278619704, -77.7239884483)",0,POINT (-77.7239884483 39.9278619704)
5/7/18,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
5/6/19,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
5/8/17,Cambria,11,42021,"(40.4912749067, -78.7189417385)",0,POINT (-78.7189417385 40.4912749067)
8/27/18,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",20,POINT (-75.140236002 40.0044435384)
5/7/18,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
6/12/17,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",0,POINT (-79.4731689893 40.8150952555)
8/14/17,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
12/3/18,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
8/12/19,Chester,15,42029,"(39.9748705566, -75.7562649818)",4,POINT (-75.7562649818 39.9748705566)
6/25/18,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
3/25/19,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
5/13/19,Beaver,4,42007,"(40.6834924548, -80.3510735648)",2,POINT (-80.3510735648 40.6834924548)
3/26/18,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",1,POINT (-77.6200308901 40.6127492804)
1/7/19,Indiana,32,42063,"(40.6529549748, -79.0933349286)",0,POINT (-79.0933349286 40.6529549748)
10/30/17,Somerset,56,42111,"(39.9714629901, -79.0310020611)",0,POINT (-79.0310020611 39.9714629901)
1/15/18,Butler,10,42019,"(40.9108318483, -79.9171177889)",,POINT (-79.9171177889 40.9108318483)
2/13/17,Washington,63,42125,"(40.1910966345, -80.2518008276)",4,POINT (-80.2518008276 40.1910966345)
2/12/18,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
4/16/18,Lycoming,41,42081,"(41.3445979226, -77.069424568)",0,POINT (-77.069424568 41.3445979226)
2/6/17,Mercer,43,42085,"(41.302377765, -80.2600941079)",1,POINT (-80.26009410790002 41.302377765)
6/24/19,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
11/6/17,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
8/19/19,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
5/28/18,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",0,POINT (-78.4755834299 41.0004290024)
9/3/18,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
3/4/19,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",1,POINT (-79.0010181419 41.1313909115)
7/3/17,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",2,POINT (-75.6121834524 41.4391006428)
4/30/18,Schuylkill,54,42107,"(40.707512431, -76.223323851)",3,POINT (-76.223323851 40.707512431000005)
5/21/18,Unknown,0,,,0,
7/31/17,Chester,15,42029,"(39.9748705566, -75.7562649818)",2,POINT (-75.7562649818 39.9748705566)
3/19/18,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
7/16/18,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
5/21/18,Cambria,11,42021,"(40.4912749067, -78.7189417385)",2,POINT (-78.7189417385 40.4912749067)
6/11/18,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
11/5/18,Monroe,45,42089,"(41.0609178653, -75.3408360302)",4,POINT (-75.3408360302 41.0609178653)
5/8/17,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
2/11/19,Greene,30,42059,"(39.8548039342, -80.2294381655)",2,POINT (-80.2294381655 39.8548039342)
2/5/18,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
9/17/18,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
11/21/16,Beaver,4,42007,"(40.6834924548, -80.3510735648)",7,POINT (-80.3510735648 40.6834924548)
10/23/17,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",0,POINT (-80.3375411446 40.9932503514)
1/29/18,Carbon,13,42025,"(40.9193670081, -75.7110703866)",0,POINT (-75.7110703866 40.9193670081)
6/18/18,Montgomery,46,42091,"(40.209898739, -75.3725200072)",5,POINT (-75.3725200072 40.209898739)
12/24/18,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
12/10/18,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
11/26/18,Chester,15,42029,"(39.9748705566, -75.7562649818)",4,POINT (-75.7562649818 39.9748705566)
4/24/17,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
7/31/17,Adams,1,42001,"(39.8720956503, -77.2222427076)",1,POINT (-77.2222427076 39.8720956503)
9/10/18,Luzerne,40,42079,"(41.1783643884, -75.991996098)",7,POINT (-75.991996098 41.178364388400006)
3/27/17,Centre,14,42027,"(40.9193135008, -77.8250011212)",1,POINT (-77.8250011212 40.9193135008)
12/11/17,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
1/21/19,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
3/5/18,Cambria,11,42021,"(40.4912749067, -78.7189417385)",2,POINT (-78.7189417385 40.4912749067)
7/23/18,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
11/19/18,Bucks,9,42017,"(40.335011331, -75.1129124111)",8,POINT (-75.1129124111 40.335011331)
1/28/19,Indiana,32,42063,"(40.6529549748, -79.0933349286)",0,POINT (-79.0933349286 40.6529549748)
12/10/18,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
6/18/18,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",2,POINT (-76.7118842273 40.8515092572)
6/17/19,York,67,42133,"(39.9219253124, -76.7257605231)",7,POINT (-76.7257605231 39.9219253124)
3/20/17,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",1,POINT (-75.6121834524 41.4391006428)
2/19/18,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
8/20/18,Mercer,43,42085,"(41.302377765, -80.2600941079)",3,POINT (-80.26009410790002 41.302377765)
4/9/18,Perry,50,42099,"(40.4041531744, -77.2590738496)",1,POINT (-77.2590738496 40.4041531744)
11/12/18,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
11/13/17,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
2/11/19,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
7/2/18,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",0,POINT (-78.4755834299 41.0004290024)
3/5/18,Bucks,9,42017,"(40.335011331, -75.1129124111)",9,POINT (-75.1129124111 40.335011331)
5/29/17,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
6/26/17,Cambria,11,42021,"(40.4912749067, -78.7189417385)",0,POINT (-78.7189417385 40.4912749067)
2/11/19,Erie,25,42049,"(41.9941378702, -80.0407591036)",3,POINT (-80.0407591036 41.9941378702)
5/8/17,Adams,1,42001,"(39.8720956503, -77.2222427076)",0,POINT (-77.2222427076 39.8720956503)
9/3/18,Bucks,9,42017,"(40.335011331, -75.1129124111)",6,POINT (-75.1129124111 40.335011331)
1/29/18,Fayette,26,42051,"(39.919447803, -79.6518963464)",3,POINT (-79.6518963464 39.919447803)
1/15/18,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",,POINT (-75.140236002 40.0044435384)
6/17/19,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",1,POINT (-79.0010181419 41.1313909115)
7/23/18,Potter,53,42105,"(41.7442064382, -77.8987922939)",1,POINT (-77.8987922939 41.7442064382)
12/31/18,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",4,POINT (-75.6009948118 40.6146479416)
1/21/19,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
3/20/17,Somerset,56,42111,"(39.9714629901, -79.0310020611)",1,POINT (-79.0310020611 39.9714629901)
3/6/17,Indiana,32,42063,"(40.6529549748, -79.0933349286)",0,POINT (-79.0933349286 40.6529549748)
9/3/18,Lackawanna,35,42069,"(41.4391006428, -75.6121834524)",2,POINT (-75.6121834524 41.4391006428)
9/18/17,Greene,30,42059,"(39.8548039342, -80.2294381655)",2,POINT (-80.2294381655 39.8548039342)
5/27/19,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",0,POINT (-80.3375411446 40.9932503514)
8/5/19,Luzerne,40,42079,"(41.1783643884, -75.991996098)",4,POINT (-75.991996098 41.178364388400006)
3/18/19,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",0,POINT (-80.3375411446 40.9932503514)
11/28/16,Centre,14,42027,"(40.9193135008, -77.8250011212)",1,POINT (-77.8250011212 40.9193135008)
10/16/17,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
7/22/19,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",33,POINT (-75.140236002 40.0044435384)
4/24/17,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",4,POINT (-75.6009948118 40.6146479416)
7/24/17,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
